NOC,Description,Industry,Variable,Geographic Area,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,1st  5-year CAGR,2nd 5-year CAGR,10-year CAGR
#0016,"Senior managers - construction, transportation, production and utilities				",Truck transportation,Employment,British Columbia,377.11,382.18,389.18,394.82,399.93,406.28,412.81,418.88,423.36,427.21,431.17,1.50%,1.20%,1.30%
#0016,"Senior managers - construction, transportation, production and utilities				",Support activities for transportation,Employment,British Columbia,262.56,269.81,275.17,278.97,282.71,289.13,294.54,299.57,303.32,306.73,310.26,1.90%,1.40%,1.70%
#0016,"Senior managers - construction, transportation, production and utilities				","Postal service, couriers and messengers",Employment,British Columbia,32.69,33.22,33.34,33.39,33.75,34.79,35.4,35.91,36.32,36.76,37.23,1.30%,1.40%,1.30%
#0016,"Senior managers - construction, transportation, production and utilities				","Transit, sightseeing, and pipeline transportation",Employment,British Columbia,120.95,120.59,121.86,123.29,124.72,127.04,129.35,131.52,133.07,134.48,135.87,1.00%,1.40%,1.20%
#0016,"Senior managers - construction, transportation, production and utilities				",Warehousing and storage,Employment,British Columbia,70.9,67.15,65.82,65.52,66,67.69,68.9,70.01,70.86,71.7,72.57,-0.90%,1.40%,0.20%
#0016,"Senior managers - construction, transportation, production and utilities				",Publishing industries,Employment,British Columbia,530.44,555.28,572.43,587.86,597.04,612.49,623.01,631.43,639.47,647.97,657.01,2.90%,1.40%,2.20%
#0016,"Senior managers - construction, transportation, production and utilities				","Broadcasting, data processing, and information",Employment,British Columbia,14.42,15.98,16.92,17.49,17.82,17.92,18.12,18.3,18.43,18.49,18.54,4.40%,0.70%,2.50%
#0016,"Senior managers - construction, transportation, production and utilities				",Management of companies and enterprises & administrative and support,Employment,British Columbia,101.65,103.25,105.13,106.8,108.59,110.04,111.62,112.82,113.4,113.88,114,1.60%,0.70%,1.20%
#0111,"Financial managers										",All industries,Employment,British Columbia,9346.56,9457.35,9568.5,9672.04,9777.51,9891.59,10025.25,10144.12,10251.93,10346.9,10444.36,1.10%,1.10%,1.10%
#0111,"Financial managers										",Farms,Employment,British Columbia,23.09,23.24,23.25,23.27,23.26,23.33,23.41,23.46,23.51,23.56,23.62,0.20%,0.20%,0.20%
#0111,"Financial managers										",Forestry and logging,Employment,British Columbia,35.29,34.53,34.16,33.53,33.15,32.76,32.48,31.63,30.53,29.83,29.58,-1.50%,-2.00%,-1.70%
#0111,"Financial managers										","Fishing, hunting and trapping",Employment,British Columbia,18.7,18.28,18.34,18.11,18.07,18.03,18.83,18.99,18.85,18.65,18.46,-0.70%,0.50%,-0.10%
#0111,"Financial managers										",Support activities for agriculture and forestry,Employment,British Columbia,11.77,11.6,11.53,11.16,10.97,10.86,10.87,10.98,10.94,10.88,10.82,-1.60%,-0.10%,-0.80%
#0111,"Financial managers										",Oil and gas extraction,Employment,British Columbia,7.54,7.86,8.37,9.58,9.61,9.64,9.67,9.81,9.84,9.87,10.01,5.00%,0.80%,2.90%
#0111,"Financial managers										",Mining     ,Employment,British Columbia,88.64,89.69,92.35,91.72,94.43,97.76,104.71,108.28,109.53,109.12,107.88,2.00%,2.00%,2.00%
#0111,"Financial managers										",Support activities for mining and oil and gas extraction,Employment,British Columbia,73.74,76.25,79.18,78.18,77.47,77.43,78.71,78.9,77.39,76.98,75.94,1.00%,-0.40%,0.30%
#0111,"Financial managers										",Utilities,Employment,British Columbia,116.44,117.22,117.72,118.01,118.23,118.55,119.18,120.33,120.54,120.57,120.55,0.40%,0.30%,0.30%
#0111,"Financial managers										",Construction,Employment,British Columbia,660.74,644.42,633.38,631.02,632.94,641.97,650.14,653.94,659.88,661.31,661.3,-0.60%,0.60%,0.00%
#0111,"Financial managers										","Food, beverage and tobacco manufacturing",Employment,British Columbia,89.81,89.6,90.14,90.97,91.83,92.73,93.62,94.54,95.47,96.37,97.24,0.60%,1.00%,0.80%
#0111,"Financial managers										",Wood product manufacturing,Employment,British Columbia,48.44,48.66,48.56,48.43,48.17,47.89,47.69,47.29,46.96,46.64,46.18,-0.20%,-0.70%,-0.50%
#0111,"Financial managers										",Paper manufacturing,Employment,British Columbia,24.67,24.51,24.16,23.83,23.59,23.17,22.68,22.37,21.98,21.81,21.75,-1.20%,-1.30%,-1.30%
#0111,"Financial managers										",Primary metal manufacturing,Employment,British Columbia,18.2,20.31,20.57,20.63,20.69,20.86,20.94,21.02,21.09,21.1,21.1,2.80%,0.20%,1.50%
#0111,"Financial managers										",Fabricated metal product manufacturing,Employment,British Columbia,51.45,52.2,52.62,52.81,52.85,52.8,52.96,53.13,53.29,53.36,53.42,0.50%,0.20%,0.40%
#0111,"Financial managers										",Machinery manufacturing,Employment,British Columbia,72.52,73.91,74.4,74.4,74.44,74.76,74.95,75.1,75.28,75.3,75.3,0.60%,0.10%,0.40%
#0111,"Financial managers										",Transportation equipment manufacturing (excluding shipbuilding),Employment,British Columbia,11.28,11.64,11.77,11.78,11.79,11.83,11.86,11.88,11.91,11.93,11.94,1.00%,0.20%,0.60%
#0111,"Financial managers										",Other Manufacturing,Employment,British Columbia,359.01,356.17,355.98,354.25,352.47,351.42,351.8,352.39,352.88,352.18,351.38,-0.40%,0.00%,-0.20%
#0111,"Financial managers										",Wholesale trade,Employment,British Columbia,476.84,487.27,493.24,497.58,501.23,505.09,510.24,514.54,517.88,520.37,522.64,1.20%,0.70%,0.90%
#0111,"Financial managers										",Motor vehicle and parts dealers,Employment,British Columbia,339.73,347.6,353.64,358.62,362.32,366.75,371.26,375.17,379.04,382.73,386.26,1.50%,1.00%,1.30%
#0111,"Financial managers										",Health and personal care stores,Employment,British Columbia,23.54,24.12,24.47,24.71,24.95,25.2,25.44,25.63,25.78,25.9,26.01,1.40%,0.60%,1.00%
#0111,"Financial managers										",Other retail trade (excluding cars and personal care) ,Employment,British Columbia,431.45,435.04,436.99,439.62,442.16,445.34,449.31,452.32,454.73,456.43,457.99,0.60%,0.60%,0.60%
#0111,"Financial managers										",Air transportation,Employment,British Columbia,25.68,26.31,27.02,27.57,28,28.39,28.91,29.41,29.8,30.13,30.44,2.00%,1.40%,1.70%
#0111,"Financial managers										",Water transportation,Employment,British Columbia,25.97,26.1,26.23,26.34,26.47,26.62,26.8,26.95,27.14,27.27,27.47,0.50%,0.60%,0.60%
#0111,"Financial managers										",Truck transportation,Employment,British Columbia,103.68,105.2,107.47,109.19,110.57,111.96,113.55,115.11,116.17,117.08,118.06,1.50%,1.10%,1.30%
#0111,"Financial managers										",Support activities for transportation,Employment,British Columbia,112.96,116.68,118.96,120.69,121.84,124.16,126.33,128.19,129.62,130.95,132.39,1.90%,1.30%,1.60%
#0111,"Financial managers										","Transit, sightseeing, and pipeline transportation",Employment,British Columbia,31.13,31,31.46,31.98,32.44,33.14,33.86,34.58,35.08,35.51,35.93,1.30%,1.60%,1.40%
#0111,"Financial managers										",Warehousing and storage,Employment,British Columbia,13.79,13.15,12.99,13,13.11,13.42,13.67,13.91,14.09,14.25,14.42,-0.50%,1.40%,0.40%
#0111,"Financial managers										",Publishing industries,Employment,British Columbia,74.13,76.14,78.1,80.12,81.32,83.14,84.49,85.67,86.79,87.93,89.12,2.30%,1.40%,1.90%
#0111,"Financial managers										",Motion picture and sound recording industries,Employment,British Columbia,37.9,38.83,40.07,41.35,42.61,43.82,45.23,46.64,47.98,49.3,50.64,2.90%,2.90%,2.90%
#0111,"Financial managers										",Telecommunications,Employment,British Columbia,78.98,79.45,80.28,81.29,81.59,81.61,82.94,83.48,84.55,85.62,86.74,0.70%,1.20%,0.90%
#0111,"Financial managers										","Broadcasting, data processing, and information",Employment,British Columbia,39.75,39.27,39.63,40.15,40.59,40.85,41.4,41.93,42.34,42.69,43.07,0.50%,1.10%,0.80%
#0111,"Financial managers										",Finance,Employment,British Columbia,1455.26,1490.06,1518.19,1540.41,1559.58,1574.94,1592.14,1609.45,1625.67,1641.8,1659.24,1.60%,1.00%,1.30%
#0111,"Financial managers										",Insurance carriers and related activities,Employment,British Columbia,265.23,268.56,272.22,275.58,278.79,281.57,284.48,287.41,290.19,293.01,296.1,1.20%,1.00%,1.10%
#0111,"Financial managers										",Real estate rental and leasing,Employment,British Columbia,305.23,303.87,304.98,307.05,310.1,313.85,317,320.1,323.16,326.41,330,0.60%,1.00%,0.80%
#0111,"Financial managers										","Architectural, engineering and related services",Employment,British Columbia,192.15,199.96,205.77,210.26,214.65,219.54,224.23,228.4,232.06,235.41,238.83,2.70%,1.70%,2.20%
#0111,"Financial managers										",Computer systems design and related services,Employment,British Columbia,175.96,180.3,185.5,190.1,194.56,201.24,209.28,218.19,227.21,236.9,245.82,2.70%,4.10%,3.40%
#0111,"Financial managers										","Management, scientific and technical consulting services",Employment,British Columbia,174.69,176.77,179.53,182.55,185.88,189.69,193.97,197.97,201.49,204.18,206.88,1.70%,1.80%,1.70%
#0111,"Financial managers										","Legal, accounting, design, research, and advertising services",Employment,British Columbia,757.22,764.89,779.06,797.59,816.27,830.8,847.45,862.16,875.71,884.47,897.83,1.90%,1.60%,1.70%
#0111,"Financial managers										",Management of companies and enterprises & administrative and support,Employment,British Columbia,348.18,354.15,360.05,365.52,371.24,376.13,381.49,385.55,387.68,389.62,390.53,1.60%,0.80%,1.20%
#0111,"Financial managers										",Elementary and secondary schools,Employment,British Columbia,76.6,77.08,77.37,77.83,78.44,79.13,79.73,80.21,80.7,81.33,82.18,0.70%,0.80%,0.70%
#0111,"Financial managers										",Community colleges,Employment,British Columbia,71.98,72.06,72.18,72.17,72.14,72.23,72.62,73.21,74,75.01,75.98,0.10%,1.00%,0.50%
#0111,"Financial managers										",Universities,Employment,British Columbia,160.89,160.96,161.54,162.14,162.63,163.06,164.33,165.9,168.14,170.92,173.78,0.30%,1.30%,0.80%
#0111,"Financial managers										",Private and  trades education,Employment,British Columbia,42.68,42.88,43.19,43.33,43.23,43.01,42.91,42.93,43.16,43.55,43.76,0.20%,0.30%,0.30%
#0111,"Financial managers										",Ambulatory health care services,Employment,British Columbia,117.23,119.63,122.34,125.05,127.73,130.44,133.31,136.24,139.36,142.59,145.89,2.20%,2.30%,2.20%
#0111,"Financial managers										",Hospitals,Employment,British Columbia,54.16,54.71,55.43,56.03,56.54,57.07,57.71,58.31,59.01,59.75,60.54,1.10%,1.20%,1.10%
#0111,"Financial managers										",Nursing and residential care facilities,Employment,British Columbia,90.92,93.87,97.07,100.43,103.86,107.36,111,114.9,119.19,123.73,128.45,3.40%,3.70%,3.50%
#0111,"Financial managers										",Social assistance,Employment,British Columbia,164.76,166.2,166.91,167.61,170.01,172.47,174.94,177.46,180,182.56,185.1,0.90%,1.40%,1.20%
#0111,"Financial managers										","Performing arts, spectator sports and related industries",Employment,British Columbia,48.46,49.05,49.72,50.42,51.18,52.11,53.04,53.89,54.66,55.39,56.13,1.50%,1.50%,1.50%
#0111,"Financial managers										","Amusement, gambling and recreation industries",Employment,British Columbia,135.01,136.1,137.3,138.98,140.63,142.34,144.43,146.43,148.17,149.75,151.35,1.10%,1.20%,1.10%
#0111,"Financial managers										",Accommodation services,Employment,British Columbia,167.81,171.87,174.36,177.21,179.73,181.97,184.73,187.36,189.89,192.4,194.96,1.60%,1.40%,1.50%
#0111,"Financial managers										",Food services and drinking places,Employment,British Columbia,100.35,103.06,105.11,106.72,107.95,109.4,111.22,113.03,114.7,116.26,117.82,1.70%,1.50%,1.60%
#0111,"Financial managers										","Repair, personal and non-profit services",Employment,British Columbia,272.24,277.37,281.16,283.41,286.28,289.11,292.16,295.54,297.61,299.16,300.63,1.20%,0.80%,1.00%
#0111,"Financial managers										",Federal government public administration,Employment,British Columbia,115.12,116.21,117.53,118.9,120.19,121.7,122.74,123.81,125.17,126.83,128.48,1.10%,1.10%,1.10%
#0111,"Financial managers										",Provincial and territorial public administration,Employment,British Columbia,308.33,310.59,312.83,315.29,317.74,320.13,322.75,325.52,328.3,331.1,333.89,0.80%,0.80%,0.80%
#0111,"Financial managers										",Local and indigenous public administration,Employment,British Columbia,219.2,220.87,222.13,223.56,224.98,227,229.66,232.57,235.85,239.14,242.56,0.70%,1.30%,1.00%
#0112,"Human resources managers										",All industries,Employment,British Columbia,5639.22,5715.43,5782.97,5848.22,5911.81,5983.66,6065.68,6137.64,6205.32,6269.92,6334.53,1.20%,1.10%,1.20%
#0112,"Human resources managers										",Farms,Employment,British Columbia,20.48,20.5,20.51,20.53,20.55,20.59,20.63,20.65,20.67,20.67,20.68,0.10%,0.10%,0.10%
#0112,"Human resources managers										",Forestry and logging,Employment,British Columbia,16.6,16.29,16.09,16.03,15.88,15.51,15.21,14.2,13.63,13.09,13.07,-1.30%,-3.40%,-2.40%
#0112,"Human resources managers										",Oil and gas extraction,Employment,British Columbia,17.86,19.63,21.09,22.82,22.74,22.67,22.59,22.66,22.59,22.52,22.59,4.90%,-0.10%,2.40%
#0112,"Human resources managers										",Mining     ,Employment,British Columbia,33.13,33.38,33.31,33.23,33.18,32.84,32.93,33.13,32.91,32.68,32.15,-0.20%,-0.40%,-0.30%
#0112,"Human resources managers										",Support activities for mining and oil and gas extraction,Employment,British Columbia,35.83,38.41,39.88,39.87,39.86,39.76,41.6,42.08,41.96,42.2,41.95,2.10%,1.10%,1.60%
#0112,"Human resources managers										",Utilities,Employment,British Columbia,104.16,104.92,105.48,105.83,106.09,106.41,106.96,107.94,108.12,108.14,108.13,0.40%,0.30%,0.40%
#0112,"Human resources managers										",Construction,Employment,British Columbia,376.38,368.91,364.67,365.83,369.03,375.63,380.55,380.07,380.78,380.03,379.26,0.00%,0.20%,0.10%
#0112,"Human resources managers										","Food, beverage and tobacco manufacturing",Employment,British Columbia,99.08,100.49,101.61,102.71,103.96,105.29,106.25,107.21,108.18,109.22,110.23,1.20%,0.90%,1.10%
#0112,"Human resources managers										",Wood product manufacturing,Employment,British Columbia,67.96,68.49,68.74,68.93,68.8,68.47,68.29,67.68,67.17,66.59,65.91,0.10%,-0.80%,-0.30%
#0112,"Human resources managers										",Paper manufacturing,Employment,British Columbia,28.98,28.63,28.27,27.99,27.71,27.21,26.92,26.68,26.33,26.13,26.08,-1.30%,-0.80%,-1.00%
#0112,"Human resources managers										",Primary metal manufacturing,Employment,British Columbia,10.98,12.31,12.08,11.81,11.76,12.1,12.11,12.09,12.11,12.09,12.09,2.00%,0.00%,1.00%
#0112,"Human resources managers										",Fabricated metal product manufacturing,Employment,British Columbia,20.78,20.69,20.62,20.63,20.62,20.61,20.67,20.75,20.82,20.86,20.89,-0.20%,0.30%,0.10%
#0112,"Human resources managers										",Machinery manufacturing,Employment,British Columbia,19.3,19.08,18.95,18.84,18.8,18.86,18.89,18.92,18.96,18.99,19.01,-0.50%,0.20%,-0.20%
#0112,"Human resources managers										",Transportation equipment manufacturing (excluding shipbuilding),Employment,British Columbia,45.12,46.57,47.07,47.13,47.16,47.33,47.45,47.53,47.64,47.71,47.77,1.00%,0.20%,0.60%
#0112,"Human resources managers										",Other Manufacturing,Employment,British Columbia,215.59,220.21,221.06,220.34,218.74,217.92,218.07,218.2,218.35,217.98,217.66,0.20%,0.00%,0.10%
#0112,"Human resources managers										",Wholesale trade,Employment,British Columbia,189.34,193.43,195.71,197.35,198.71,200.2,202.15,203.73,204.93,205.85,206.73,1.10%,0.60%,0.90%
#0112,"Human resources managers										",Motor vehicle and parts dealers,Employment,British Columbia,41.92,42.91,43.73,44.36,44.82,45.38,45.97,46.52,47.04,47.56,48.05,1.60%,1.10%,1.40%
#0112,"Human resources managers										",Health and personal care stores,Employment,British Columbia,18.2,18.41,18.56,18.69,18.81,18.95,19.15,19.32,19.44,19.54,19.62,0.80%,0.70%,0.80%
#0112,"Human resources managers										",Other retail trade (excluding cars and personal care) ,Employment,British Columbia,384.36,386.83,388.58,390.84,392.96,395.61,399.23,402.12,404.29,405.81,407.18,0.60%,0.60%,0.60%
